Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Inventory_Coverage,Inventory_Status,Year,Month,Day,DayOfWeek,WeekOfYear,Quarter,IsWeekend,Rolling_7,Rolling_14,Rolling_30,Lag_1,Lag_7,Lag_14,Lag_30,Inventory_Gap,Competitor_Price_Difference,Promotion_Flag
2023-04-09,S004,P0006,Clothing,South,162,86,151,76.16,55.14,5,Cloudy,0,56.39,Autumn,0.9227013832384051,Low Stock,2023,4,9,6,14,2,1,175.57142857142858,193.21428571428572,165.86666666666667,228.0,45.0,396.0,246.0,-13.571428571428584,-1.25,0
2023-04-10,S004,P0006,Furniture,East,435,164,103,178.09,46.96,20,Cloudy,0,43.5,Summer,2.3976377952755907,Low Stock,2023,4,10,0,15,2,0,181.42857142857142,171.07142857142858,160.53333333333333,86.0,57.0,436.0,74.0,253.57142857142858,3.460000000000001,0
2023-04-11,S004,P0006,Groceries,East,238,227,140,235.22,93.25,20,Sunny,0,93.82,Winter,1.2098765432098766,Low Stock,2023,4,11,1,15,2,0,196.71428571428572,151.64285714285714,163.53333333333333,164.0,418.0,338.0,97.0,41.28571428571428,-0.5699999999999932,0
2023-04-12,S004,P0006,Electronics,South,352,47,57,52.24,50.09,15,Rainy,0,47.78,Spring,2.0775716694772344,Low Stock,2023,4,12,2,15,2,0,169.42857142857142,143.71428571428572,167.86666666666667,227.0,268.0,176.0,257.0,182.57142857142858,2.3100000000000023,0
2023-04-13,S004,P0006,Clothing,West,332,320,173,327.61,69.35,0,Snowy,0,67.22,Spring,2.4082901554404144,Low Stock,2023,4,13,3,15,2,0,137.85714285714286,134.5,160.86666666666667,47.0,96.0,40.0,28.0,194.14285714285714,2.1299999999999955,0
2023-04-14,S004,P0006,Furniture,South,373,181,51,195.4,42.83,0,Snowy,0,45.33,Winter,2.1959629941127,Low Stock,2023,4,14,4,15,2,0,169.85714285714286,154.5,170.6,320.0,117.0,40.0,118.0,203.14285714285714,-2.5,0
2023-04-15,S004,P0006,Clothing,North,248,115,75,124.36,37.28,20,Cloudy,1,38.03,Winter,1.3854748603351956,Low Stock,2023,4,15,5,15,2,1,179.0,164.57142857142858,172.7,181.0,228.0,50.0,411.0,69.0,-0.75,0
2023-04-16,S004,P0006,Electronics,East,192,131,175,148.61,20.51,0,Snowy,0,24.05,Winter,1.1789473684210525,Low Stock,2023,4,16,6,15,2,1,162.85714285714286,169.21428571428572,162.83333333333334,115.0,86.0,45.0,76.0,29.14285714285714,-3.539999999999999,0
2023-04-17,S004,P0006,Clothing,South,174,64,38,81.0,34.99,15,Rainy,0,32.39,Winter,1.027848101265823,Low Stock,2023,4,17,0,16,2,0,169.28571428571428,175.35714285714286,164.66666666666666,131.0,164.0,57.0,179.0,4.714285714285722,2.6000000000000014,0
2023-04-18,S004,P0006,Toys,West,415,64,109,54.78,33.15,15,Cloudy,0,35.82,Summer,2.6774193548387095,Low Stock,2023,4,18,1,16,2,0,155.0,175.85714285714286,160.83333333333334,64.0,227.0,418.0,153.0,260.0,-2.6700000000000017,0
2023-04-19,S004,P0006,Furniture,North,363,296,131,291.38,50.27,15,Rainy,1,46.25,Winter,2.7559652928416485,Low Stock,2023,4,19,2,16,2,0,131.71428571428572,150.57142857142858,157.86666666666667,64.0,47.0,268.0,121.0,231.28571428571428,4.020000000000003,0
2023-04-20,S004,P0006,Furniture,North,307,117,83,121.72,21.81,15,Cloudy,0,18.88,Summer,1.8351836037574722,Low Stock,2023,4,20,3,16,2,0,167.28571428571428,152.57142857142858,163.7,296.0,320.0,96.0,212.0,139.71428571428572,2.9299999999999997,0
2023-04-21,S004,P0006,Clothing,East,319,111,120,116.7,96.15,0,Sunny,1,95.29,Autumn,2.306818181818182,Low Stock,2023,4,21,4,16,2,0,138.28571428571428,154.07142857142858,160.53333333333333,117.0,181.0,117.0,24.0,180.71428571428572,0.8599999999999994,0
2023-04-22,S004,P0006,Toys,East,464,238,174,239.84,51.2,20,Rainy,0,55.25,Autumn,3.6169265033407574,Healthy,2023,4,22,5,16,2,1,128.28571428571428,153.64285714285714,163.43333333333334,111.0,115.0,228.0,76.0,335.7142857142857,-4.049999999999997,0
2023-04-23,S004,P0006,Furniture,South,189,129,124,138.71,27.1,15,Sunny,1,27.15,Spring,1.295788442703232,Low Stock,2023,4,23,6,16,2,1,145.85714285714286,154.35714285714286,168.83333333333334,238.0,131.0,86.0,108.0,43.14285714285714,-0.04999999999999716,0
2023-04-24,S004,P0006,Clothing,North,294,11,132,2.65,29.89,10,Cloudy,0,26.05,Winter,2.019627085377821,Low Stock,2023,4,24,0,17,2,0,145.57142857142858,157.42857142857142,169.53333333333333,129.0,64.0,164.0,91.0,148.42857142857142,3.84,0
2023-04-25,S004,P0006,Groceries,East,425,86,74,96.39,21.06,5,Snowy,0,25.46,Autumn,3.079710144927536,Healthy,2023,4,25,1,17,2,0,138.0,146.5,166.86666666666667,11.0,64.0,227.0,396.0,287.0,-4.400000000000002,0
2023-04-26,S004,P0006,Groceries,West,423,376,99,390.7,77.0,0,Rainy,1,74.12,Autumn,2.9969635627530367,Low Stock,2023,4,26,2,17,2,0,141.14285714285714,136.42857142857142,156.53333333333333,86.0,296.0,47.0,436.0,281.8571428571429,2.8799999999999955,0
2023-04-27,S004,P0006,Furniture,West,60,21,93,38.58,49.52,10,Sunny,0,48.27,Summer,0.3932584269662921,Low Stock,2023,4,27,3,17,2,0,152.57142857142858,159.92857142857142,154.53333333333333,376.0,117.0,320.0,338.0,-92.57142857142858,1.25,0
2023-04-28,S004,P0006,Toys,North,457,207,173,215.92,31.34,20,Rainy,0,27.75,Summer,3.2911522633744856,Healthy,2023,4,28,4,17,2,0,138.85714285714286,138.57142857142858,143.96666666666667,21.0,111.0,181.0,176.0,318.1428571428571,3.59,0
2023-04-29,S004,P0006,Clothing,South,461,245,126,262.53,63.7,15,Rainy,0,65.46,Autumn,3.0215355805243442,Healthy,2023,4,29,5,17,2,1,152.57142857142858,140.42857142857142,145.0,207.0,238.0,115.0,40.0,308.42857142857144,-1.759999999999991,0
2023-04-30,S004,P0006,Clothing,West,168,129,120,145.39,68.48,5,Rainy,1,67.62,Summer,1.093953488372093,Low Stock,2023,4,30,6,17,2,1,153.57142857142858,149.71428571428572,151.83333333333334,245.0,129.0,131.0,40.0,14.428571428571416,0.8599999999999994,0
2023-05-01,S004,P0006,Clothing,East,124,23,137,14.31,18.23,20,Sunny,1,16.25,Summer,0.8074418604651162,Low Stock,2023,5,1,0,18,2,0,153.57142857142858,149.57142857142858,154.8,129.0,11.0,64.0,50.0,-29.571428571428584,1.9800000000000004,0
2023-05-02,S004,P0006,Clothing,East,291,43,147,35.27,39.46,10,Rainy,1,37.87,Winter,1.8739650413983442,Low Stock,2023,5,2,1,18,2,0,155.28571428571428,146.64285714285714,153.9,23.0,86.0,64.0,45.0,135.71428571428572,1.5900000000000034,0
2023-05-03,S004,P0006,Furniture,North,52,43,22,42.96,65.34,20,Rainy,0,63.58,Autumn,0.3486590038314176,Low Stock,2023,5,3,2,18,2,0,149.14285714285714,145.14285714285714,153.83333333333334,43.0,376.0,296.0,57.0,-97.14285714285714,1.7600000000000051,0
2023-05-04,S004,P0006,Groceries,South,179,158,141,172.02,69.46,15,Snowy,0,74.09,Spring,1.7623066104078762,Low Stock,2023,5,4,3,18,2,0,101.57142857142857,127.07142857142857,153.36666666666667,43.0,21.0,117.0,418.0,77.42857142857143,-4.63000000000001,0
2023-05-05,S004,P0006,Furniture,North,278,38,73,41.68,92.7,10,Rainy,1,91.37,Summer,2.294811320754717,Low Stock,2023,5,5,4,18,2,0,121.14285714285714,130.0,144.7,158.0,207.0,111.0,268.0,156.85714285714286,1.3299999999999983,0
2023-05-06,S004,P0006,Clothing,North,350,207,153,222.47,67.08,20,Sunny,1,69.26,Autumn,3.6082474226804124,Healthy,2023,5,6,5,18,2,1,97.0,124.78571428571429,137.03333333333333,38.0,245.0,238.0,96.0,253.0,-2.180000000000007,0
2023-05-07,S004,P0006,Electronics,South,83,19,50,14.48,39.79,15,Cloudy,1,40.29,Autumn,0.906396255850234,Low Stock,2023,5,7,6,18,2,1,91.57142857142857,122.57142857142857,140.73333333333332,207.0,129.0,129.0,117.0,-8.57142857142857,-0.5,0
2023-05-08,S004,P0006,Toys,East,281,81,84,88.26,33.26,0,Cloudy,0,30.5,Winter,3.7043314500941618,Healthy,2023,5,8,0,19,2,0,75.85714285714286,114.71428571428571,137.46666666666667,19.0,23.0,11.0,228.0,205.14285714285714,2.759999999999998,0
2023-05-09,S004,P0006,Furniture,East,204,71,134,65.53,87.77,15,Cloudy,0,85.79,Autumn,2.4244482173174875,Low Stock,2023,5,9,1,19,2,0,84.14285714285714,119.71428571428571,132.56666666666666,81.0,43.0,86.0,86.0,119.85714285714286,1.9799999999999898,0
2023-05-10,S004,P0006,Furniture,West,113,102,145,104.16,19.46,20,Snowy,0,21.23,Spring,1.2820097244732578,Low Stock,2023,5,10,2,19,2,0,88.14285714285714,118.64285714285714,132.06666666666666,71.0,43.0,376.0,164.0,24.85714285714286,-1.7699999999999996,0
2023-05-11,S004,P0006,Clothing,West,328,54,144,58.68,25.99,20,Sunny,0,26.97,Autumn,3.396449704142012,Healthy,2023,5,11,3,19,2,0,96.57142857142857,99.07142857142857,130.0,102.0,158.0,21.0,227.0,231.42857142857144,-0.9800000000000004,0
2023-05-12,S004,P0006,Clothing,West,133,87,82,94.46,34.92,5,Snowy,1,38.44,Spring,1.6276223776223777,Low Stock,2023,5,12,4,19,2,0,81.71428571428571,101.42857142857143,124.23333333333333,54.0,38.0,207.0,47.0,51.28571428571429,-3.519999999999996,0
2023-05-13,S004,P0006,Toys,West,321,261,97,267.98,30.77,10,Snowy,0,32.77,Autumn,3.6183574879227054,Healthy,2023,5,13,5,19,2,1,88.71428571428571,92.85714285714286,125.56666666666666,87.0,207.0,245.0,320.0,232.28571428571428,-2.0000000000000036,0
2023-05-14,S004,P0006,Groceries,East,152,118,128,130.5,61.29,0,Rainy,0,59.31,Autumn,1.5762962962962963,Low Stock,2023,5,14,6,19,2,1,96.42857142857143,94.0,123.6,261.0,19.0,129.0,181.0,55.57142857142857,1.9799999999999969,0
2023-05-15,S004,P0006,Clothing,South,175,58,80,77.64,32.93,5,Sunny,1,28.04,Summer,1.582687338501292,Low Stock,2023,5,15,0,20,2,0,110.57142857142857,93.21428571428571,121.5,118.0,81.0,23.0,115.0,64.42857142857143,4.890000000000001,0
2023-05-16,S004,P0006,Electronics,East,474,192,30,189.99,70.21,0,Snowy,1,70.98,Autumn,4.418109187749667,Healthy,2023,5,16,1,20,2,0,107.28571428571429,95.71428571428571,119.6,58.0,71.0,43.0,131.0,366.7142857142857,-0.7700000000000102,0
2023-05-17,S004,P0006,Clothing,East,255,190,67,201.47,13.02,10,Snowy,0,8.73,Autumn,2.0470183486238533,Low Stock,2023,5,17,2,20,2,0,124.57142857142857,106.35714285714286,121.63333333333334,192.0,102.0,43.0,64.0,130.42857142857144,4.289999999999999,0
2023-05-18,S004,P0006,Furniture,West,211,153,154,146.74,16.32,5,Snowy,0,15.83,Winter,1.5385416666666667,Low Stock,2023,5,18,3,20,2,0,137.14285714285714,116.85714285714286,125.83333333333333,190.0,54.0,158.0,64.0,73.85714285714286,0.4900000000000002,0
2023-05-19,S004,P0006,Clothing,West,480,18,172,13.31,23.89,0,Cloudy,1,26.47,Summer,3.1728045325779037,Healthy,2023,5,19,4,20,2,0,151.28571428571428,116.5,128.8,153.0,87.0,38.0,296.0,328.7142857142857,-2.5799999999999983,0
2023-05-20,S004,P0006,Furniture,South,470,429,27,431.14,12.87,5,Cloudy,1,14.45,Winter,3.3232323232323235,Healthy,2023,5,20,5,20,2,1,141.42857142857142,115.07142857142857,119.53333333333333,18.0,261.0,207.0,117.0,328.57142857142856,-1.58,0
2023-05-21,S004,P0006,Groceries,West,310,170,125,173.04,24.78,15,Cloudy,1,25.9,Summer,1.8739205526770295,Low Stock,2023,5,21,6,20,2,1,165.42857142857142,130.92857142857142,129.93333333333334,429.0,118.0,19.0,111.0,144.57142857142858,-1.1199999999999974,0
2023-05-22,S004,P0006,Groceries,South,107,107,52,103.06,63.25,20,Sunny,0,62.62,Summer,0.6190082644628099,Low Stock,2023,5,22,0,21,2,0,172.85714285714286,141.71428571428572,131.9,170.0,58.0,81.0,238.0,-65.85714285714286,0.6300000000000026,0
2023-05-23,S004,P0006,Groceries,South,207,18,148,19.21,38.0,15,Sunny,0,34.28,Summer,1.1509134233518665,Low Stock,2023,5,23,1,21,2,0,179.85714285714286,143.57142857142858,127.53333333333333,107.0,192.0,71.0,129.0,27.14285714285714,3.719999999999999,0
2023-05-24,S004,P0006,Groceries,North,256,117,54,118.3,72.05,0,Sunny,0,71.41,Spring,1.6516129032258065,Low Stock,2023,5,24,2,21,2,0,155.0,139.78571428571428,123.83333333333333,18.0,190.0,102.0,11.0,101.0,0.6400000000000006,0
2023-05-25,S004,P0006,Toys,North,163,110,163,119.85,56.15,0,Cloudy,0,59.96,Spring,1.1274703557312251,Low Stock,2023,5,25,3,21,2,0,144.57142857142858,140.85714285714286,127.36666666666666,117.0,153.0,54.0,86.0,18.428571428571416,-3.8100000000000023,0
2023-05-26,S004,P0006,Furniture,North,332,312,39,307.19,90.45,10,Rainy,1,88.52,Winter,2.3983488132094943,Low Stock,2023,5,26,4,21,2,0,138.42857142857142,144.85714285714286,128.16666666666666,110.0,18.0,87.0,376.0,193.57142857142858,1.9300000000000068,0
2023-05-27,S004,P0006,Clothing,West,206,133,112,125.39,75.37,15,Rainy,0,78.29,Spring,1.1417260490894696,Low Stock,2023,5,27,5,21,2,1,180.42857142857142,160.92857142857142,126.03333333333333,312.0,429.0,261.0,21.0,25.571428571428584,-2.9200000000000017,0
2023-05-28,S004,P0006,Electronics,West,367,350,60,364.48,99.56,10,Rainy,1,102.39,Winter,2.656670113753878,Low Stock,2023,5,28,6,21,2,1,138.14285714285714,151.78571428571428,129.76666666666668,133.0,170.0,118.0,207.0,228.85714285714286,-2.8299999999999983,0
2023-05-29,S004,P0006,Groceries,South,186,94,193,106.31,99.75,10,Cloudy,1,96.07,Summer,1.135135135135135,Low Stock,2023,5,29,0,22,2,0,163.85714285714286,168.35714285714286,134.53333333333333,350.0,107.0,58.0,245.0,22.14285714285714,3.680000000000007,0
2023-05-30,S004,P0006,Groceries,West,234,231,86,226.16,35.02,10,Cloudy,0,36.13,Autumn,1.4444444444444444,Low Stock,2023,5,30,1,22,2,0,162.0,170.92857142857142,129.5,94.0,18.0,192.0,129.0,72.0,-1.1099999999999994,0
2023-05-31,S004,P0006,Groceries,South,352,209,52,205.33,73.84,10,Snowy,1,69.24,Summer,1.8292501855976244,Low Stock,2023,5,31,2,22,2,0,192.42857142857142,173.71428571428572,132.9,231.0,117.0,190.0,23.0,159.57142857142858,4.6000000000000085,0
2023-06-01,S004,P0006,Clothing,West,105,56,104,67.19,19.91,5,Rainy,0,24.59,Autumn,0.5107713690062543,Low Stock,2023,6,1,3,22,2,0,205.57142857142858,175.07142857142858,139.1,209.0,110.0,153.0,43.0,-100.57142857142858,-4.68,0
2023-06-02,S004,P0006,Electronics,South,269,122,179,126.9,43.12,15,Cloudy,1,45.22,Summer,1.3595667870036101,Low Stock,2023,6,2,4,22,2,0,197.85714285714286,168.14285714285714,139.53333333333333,56.0,312.0,18.0,43.0,71.14285714285714,-2.1000000000000014,0
2023-06-03,S004,P0006,Electronics,South,410,116,84,109.26,96.22,10,Sunny,1,96.41,Winter,2.4016736401673637,Low Stock,2023,6,3,5,22,2,1,170.71428571428572,175.57142857142858,142.16666666666666,122.0,133.0,429.0,158.0,239.28571428571428,-0.18999999999999773,0
2023-06-04,S004,P0006,Clothing,North,355,247,62,254.55,35.08,10,Cloudy,0,39.47,Winter,2.109507640067912,Low Stock,2023,6,4,6,22,2,1,168.28571428571428,153.21428571428572,140.76666666666668,116.0,350.0,170.0,38.0,186.71428571428572,-4.390000000000001,0
2023-06-05,S004,P0006,Toys,South,341,182,36,192.41,38.59,0,Snowy,1,38.36,Summer,2.2204651162790694,Low Stock,2023,6,5,0,23,2,0,153.57142857142858,158.71428571428572,147.73333333333332,247.0,94.0,107.0,207.0,187.42857142857142,0.23000000000000398,0
2023-06-06,S004,P0006,Clothing,South,85,48,132,59.28,15.92,15,Cloudy,1,13.15,Spring,0.5116079105760963,Low Stock,2023,6,6,1,23,2,0,166.14285714285714,164.07142857142858,146.9,182.0,231.0,18.0,19.0,-81.14285714285714,2.7699999999999996,0
2023-06-07,S004,P0006,Clothing,South,310,203,72,199.96,98.41,10,Rainy,1,93.42,Winter,2.2142857142857144,Low Stock,2023,6,7,2,23,2,0,140.0,166.21428571428572,147.86666666666667,48.0,209.0,117.0,81.0,170.0,4.989999999999995,0
2023-06-08,S004,P0006,Groceries,West,322,205,164,204.77,40.44,10,Snowy,1,45.14,Autumn,2.3141683778234086,Low Stock,2023,6,8,3,23,2,0,139.14285714285714,172.35714285714286,151.93333333333334,203.0,56.0,110.0,71.0,182.85714285714286,-4.700000000000003,0
2023-06-09,S004,P0006,Electronics,East,385,163,81,175.65,85.87,0,Sunny,1,89.47,Spring,2.3998219056099734,Low Stock,2023,6,9,4,23,2,0,160.42857142857142,179.14285714285714,156.4,205.0,122.0,312.0,102.0,224.57142857142858,-3.5999999999999943,0
2023-06-10,S004,P0006,Clothing,East,356,275,60,271.21,71.28,15,Snowy,1,69.21,Spring,2.140893470790378,Low Stock,2023,6,10,5,23,2,1,166.28571428571428,168.5,158.43333333333334,163.0,116.0,133.0,54.0,189.71428571428572,2.0700000000000074,0
2023-06-11,S004,P0006,Clothing,South,245,29,63,33.75,13.46,20,Snowy,1,16.17,Autumn,1.2962962962962963,Low Stock,2023,6,11,6,23,2,1,189.0,178.64285714285714,165.8,275.0,247.0,350.0,87.0,56.0,-2.710000000000001,0
2023-06-12,S004,P0006,Furniture,South,101,66,75,85.83,77.55,10,Sunny,0,76.61,Spring,0.6398190045248868,Low Stock,2023,6,12,0,24,2,0,157.85714285714286,155.71428571428572,163.86666666666667,29.0,182.0,94.0,261.0,-56.85714285714286,0.9399999999999977,0
2023-06-13,S004,P0006,Furniture,East,65,28,24,20.87,78.02,10,Cloudy,1,75.9,Autumn,0.46006066734074824,Low Stock,2023,6,13,1,24,2,0,141.28571428571428,153.71428571428572,157.36666666666667,66.0,48.0,231.0,118.0,-76.28571428571428,2.1199999999999903,0
2023-06-14,S004,P0006,Electronics,South,349,136,68,152.72,49.36,10,Rainy,0,47.77,Spring,2.5211558307533544,Low Stock,2023,6,14,2,24,2,0,138.42857142857142,139.21428571428572,154.36666666666667,28.0,203.0,209.0,58.0,210.57142857142858,1.5899999999999963,0
2023-06-15,S004,P0006,Clothing,West,435,175,113,165.88,70.65,0,Sunny,0,70.37,Spring,3.375831485587583,Healthy,2023,6,15,3,24,2,0,128.85714285714286,134.0,156.96666666666667,136.0,205.0,56.0,192.0,306.1428571428571,0.28000000000000114,0
2023-06-16,S004,P0006,Clothing,East,174,67,143,76.77,15.43,15,Sunny,1,18.97,Autumn,1.396788990825688,Low Stock,2023,6,16,4,24,2,0,124.57142857142857,142.5,156.4,175.0,163.0,122.0,190.0,49.42857142857143,-3.539999999999999,0
2023-06-17,S004,P0006,Furniture,East,305,38,86,48.24,49.83,20,Rainy,0,49.97,Autumn,2.7512886597938144,Low Stock,2023,6,17,5,24,2,1,110.85714285714286,138.57142857142858,152.3,67.0,275.0,116.0,153.0,194.14285714285714,-0.14000000000000057,0
2023-06-18,S004,P0006,Furniture,West,448,75,61,77.14,96.69,10,Sunny,0,96.27,Autumn,5.818181818181818,Healthy,2023,6,18,6,24,2,1,77.0,133.0,148.46666666666667,38.0,29.0,247.0,18.0,371.0,0.4200000000000017,0
2023-06-19,S004,P0006,Electronics,East,62,48,141,63.54,47.24,15,Rainy,0,46.13,Summer,0.7418803418803419,Low Stock,2023,6,19,0,25,2,0,83.57142857142857,120.71428571428571,150.36666666666667,75.0,66.0,182.0,429.0,-21.57142857142857,1.1099999999999994,0
2023-06-20,S004,P0006,Electronics,West,312,180,126,191.33,83.39,10,Snowy,0,85.12,Spring,3.8518518518518516,Healthy,2023,6,20,1,25,2,0,81.0,111.14285714285714,137.66666666666666,48.0,28.0,48.0,170.0,231.0,-1.730000000000004,0
2023-06-21,S004,P0006,Toys,South,443,186,145,176.3,42.51,0,Cloudy,0,38.18,Spring,4.312934631432546,Healthy,2023,6,21,2,25,2,0,102.71428571428571,120.57142857142857,138.0,180.0,136.0,203.0,107.0,340.2857142857143,4.329999999999998,0
2023-06-22,S004,P0006,Toys,North,164,145,62,140.04,96.35,20,Cloudy,1,98.69,Winter,1.4928478543563068,Low Stock,2023,6,22,3,25,2,0,109.85714285714286,119.35714285714286,140.63333333333333,186.0,175.0,205.0,18.0,54.14285714285714,-2.3400000000000034,0
2023-06-23,S004,P0006,Groceries,South,464,120,148,132.51,46.44,20,Cloudy,1,41.93,Summer,4.395128552097429,Healthy,2023,6,23,4,25,2,0,105.57142857142857,115.07142857142857,144.86666666666667,145.0,67.0,163.0,117.0,358.42857142857144,4.509999999999998,0
2023-06-24,S004,P0006,Electronics,South,267,16,36,15.26,46.81,5,Cloudy,1,50.64,Spring,2.359848484848485,Low Stock,2023,6,24,5,25,2,1,113.14285714285714,112.0,144.96666666666667,120.0,38.0,275.0,110.0,153.85714285714286,-3.8299999999999983,0
2023-06-25,S004,P0006,Groceries,West,489,268,43,271.19,11.39,15,Rainy,0,6.63,Autumn,4.445454545454545,Healthy,2023,6,25,6,25,2,1,110.0,93.5,141.83333333333334,16.0,75.0,29.0,312.0,379.0,4.760000000000001,0
2023-06-26,S004,P0006,Furniture,South,184,103,143,106.9,77.22,10,Cloudy,0,72.46,Summer,1.3374870197300102,Low Stock,2023,6,26,0,26,2,0,137.57142857142858,110.57142857142857,140.36666666666667,268.0,48.0,66.0,133.0,46.428571428571416,4.760000000000005,0
2023-06-27,S004,P0006,Electronics,North,381,311,153,312.97,49.46,5,Sunny,1,46.29,Spring,2.619842829076621,Low Stock,2023,6,27,1,26,2,0,145.42857142857142,113.21428571428571,139.36666666666667,103.0,180.0,28.0,350.0,235.57142857142858,3.1700000000000017,0
2023-06-29,S004,P0006,Clothing,North,193,179,190,182.78,80.37,5,Snowy,1,76.01,Summer,1.1758050478677111,Low Stock,2023,6,29,3,26,2,0,164.14285714285714,133.42857142857142,138.06666666666666,311.0,186.0,136.0,94.0,28.85714285714286,4.359999999999999,0
2023-06-30,S004,P0006,Toys,North,416,322,150,319.72,47.92,10,Snowy,1,47.62,Autumn,2.549912434325744,Low Stock,2023,6,30,4,26,2,0,163.14285714285714,136.5,140.9,179.0,145.0,175.0,231.0,252.85714285714286,0.30000000000000426,0
2023-07-02,S004,P0006,Electronics,North,446,34,22,50.4,14.48,10,Sunny,0,13.32,Summer,2.3669446550416984,Low Stock,2023,7,2,6,26,3,1,188.42857142857142,147.0,143.93333333333334,322.0,120.0,67.0,209.0,257.57142857142856,1.1600000000000001,0
2023-07-03,S004,P0006,Electronics,East,268,21,50,25.47,23.47,5,Snowy,0,20.61,Autumn,1.521492295214923,Low Stock,2023,7,3,0,27,3,0,176.14285714285714,144.64285714285714,138.1,34.0,16.0,38.0,56.0,91.85714285714286,2.8599999999999994,0
2023-07-04,S004,P0006,Toys,East,168,117,73,127.4,64.77,20,Snowy,1,64.53,Winter,0.9499192245557351,Low Stock,2023,7,4,1,27,3,0,176.85714285714286,143.42857142857142,136.93333333333334,21.0,268.0,75.0,122.0,-8.857142857142861,0.23999999999999488,0
2023-07-05,S004,P0006,Furniture,North,307,149,75,141.5,71.16,15,Cloudy,1,73.28,Spring,1.9770009199632015,Low Stock,2023,7,5,2,27,3,0,155.28571428571428,146.42857142857142,136.76666666666668,117.0,103.0,48.0,116.0,151.71428571428572,-2.1200000000000045,0
2023-07-06,S004,P0006,Toys,West,150,133,142,131.14,99.51,0,Rainy,1,95.21,Spring,0.9267431597528685,Low Stock,2023,7,6,3,27,3,0,161.85714285714286,153.64285714285714,137.86666666666667,149.0,311.0,180.0,247.0,-11.857142857142861,4.300000000000011,0
2023-07-07,S004,P0006,Clothing,East,427,268,118,265.02,10.93,0,Rainy,0,11.03,Spring,3.1298429319371732,Healthy,2023,7,7,4,27,3,0,136.42857142857142,150.28571428571428,134.06666666666666,133.0,179.0,186.0,182.0,290.57142857142856,-0.09999999999999964,0
2023-07-08,S004,P0006,Electronics,West,415,92,115,93.69,40.69,20,Sunny,0,42.3,Summer,2.782567049808429,Low Stock,2023,7,8,5,27,3,1,149.14285714285714,156.14285714285714,136.93333333333334,268.0,322.0,145.0,48.0,265.8571428571429,-1.6099999999999994,0
2023-07-09,S004,P0006,Clothing,North,324,123,85,126.77,94.22,10,Cloudy,0,92.2,Winter,2.786240786240786,Low Stock,2023,7,9,6,27,3,1,116.28571428571429,152.35714285714286,138.4,92.0,34.0,120.0,203.0,207.71428571428572,2.019999999999996,0
2023-07-10,S004,P0006,Electronics,East,210,159,120,165.19,12.38,10,Snowy,0,17.04,Summer,1.627906976744186,Low Stock,2023,7,10,0,28,3,0,129.0,152.57142857142858,135.73333333333332,123.0,21.0,16.0,205.0,81.0,-4.659999999999998,0
2023-07-11,S004,P0006,Groceries,East,269,92,84,101.71,60.23,5,Sunny,0,62.21,Spring,1.8088376560999038,Low Stock,2023,7,11,1,28,3,0,148.71428571428572,162.78571428571428,134.2,159.0,117.0,268.0,163.0,120.28571428571428,-1.980000000000004,0
2023-07-12,S004,P0006,Clothing,West,449,378,45,382.78,51.52,0,Snowy,1,51.61,Winter,3.093503937007874,Healthy,2023,7,12,2,28,3,0,145.14285714285714,150.21428571428572,131.83333333333334,92.0,149.0,103.0,275.0,303.8571428571429,-0.0899999999999963,0
2023-07-13,S004,P0006,Toys,West,391,172,191,165.45,57.94,5,Rainy,0,61.84,Winter,2.1983935742971887,Low Stock,2023,7,13,3,28,3,0,177.85714285714286,169.85714285714286,135.26666666666668,378.0,133.0,311.0,29.0,213.14285714285714,-3.9000000000000057,0
2023-07-14,S004,P0006,Electronics,East,344,154,122,156.27,57.4,20,Rainy,0,58.86,Winter,1.8753894080996887,Low Stock,2023,7,14,4,28,3,0,183.42857142857142,159.92857142857142,140.03333333333333,172.0,268.0,179.0,66.0,160.57142857142858,-1.4600000000000009,0
2023-07-15,S004,P0006,Clothing,North,279,103,61,108.65,16.7,5,Snowy,1,21.48,Spring,1.6692307692307693,Low Stock,2023,7,15,5,28,3,1,167.14285714285714,158.14285714285714,142.96666666666667,154.0,92.0,322.0,28.0,111.85714285714286,-4.780000000000001,0
2023-07-16,S004,P0006,Toys,South,284,192,189,187.94,66.29,5,Snowy,1,61.72,Winter,1.6833192209991532,Low Stock,2023,7,16,6,28,3,1,168.71428571428572,142.5,145.46666666666667,103.0,123.0,34.0,136.0,115.28571428571428,4.570000000000007,0
2023-07-17,S004,P0006,Groceries,South,136,53,167,69.9,64.92,20,Sunny,0,65.86,Winter,0.7615999999999999,Low Stock,2023,7,17,0,29,3,0,178.57142857142858,153.78571428571428,147.33333333333334,192.0,159.0,21.0,175.0,-42.571428571428584,-0.9399999999999977,0
2023-07-18,S004,P0006,Groceries,South,374,29,163,27.42,93.58,15,Snowy,1,95.11,Winter,2.2884615384615388,Low Stock,2023,7,18,1,29,3,0,163.42857142857142,156.07142857142858,143.26666666666668,53.0,92.0,117.0,67.0,210.57142857142858,-1.5300000000000011,0
